session_id,converted,revenue,n_clicks,mean_price,max_price,n_models
2083,0,38,1,38.0,38,1
2084,1,184,5,36.8,52,5
2085,0,240,5,48.0,62,5
2086,0,200,4,50.0,62,4
2087,1,743,17,43.705882352941174,62,17
2088,1,194,5,38.8,62,5
2089,1,676,14,48.285714285714285,67,14
2090,1,255,6,42.5,65,5
2091,1,228,5,45.6,62,4
2092,1,809,17,47.588235294117645,67,13
2093,0,38,1,38.0,38,1
2094,0,114,2,57.0,57,2
2095,0,181,4,45.25,62,4
2096,1,61,2,30.5,33,2
2097,1,114,3,38.0,38,1
2099,0,52,1,52.0,52,1
2100,1,181,4,45.25,62,4
2101,0,72,1,72.0,72,1
2102,1,66,2,33.0,38,2
2103,1,533,12,44.416666666666664,72,11
2104,0,448,12,37.333333333333336,62,12
2105,0,62,1,62.0,62,1
2106,1,119,3,39.666666666666664,43,3
2107,0,62,1,62.0,62,1
2109,1,400,10,40.0,82,10
2110,0,124,3,41.333333333333336,48,3
2111,0,279,7,39.857142857142854,57,5
2112,0,43,1,43.0,43,1
2113,0,38,1,38.0,38,1
2114,0,105,2,52.5,67,2
2115,0,66,2,33.0,33,1
2116,0,43,1,43.0,43,1
2117,0,86,2,43.0,43,2
2118,0,28,1,28.0,28,1
2119,0,1037,21,49.38095238095238,72,21
2120,0,38,1,38.0,38,1
2121,0,245,5,49.0,62,5
2122,0,100,2,50.0,62,2
2123,0,33,1,33.0,33,1
2124,1,33,1,33.0,33,1
2125,1,66,2,33.0,33,2
2126,0,82,1,82.0,82,1
2127,0,48,1,48.0,48,1
2128,0,38,1,38.0,38,1
2129,0,48,1,48.0,48,1
2130,0,38,1,38.0,38,1
2131,0,20,1,20.0,20,1
2132,0,48,1,48.0,48,1
2133,1,33,1,33.0,33,1
2134,0,125,4,31.25,43,4
2135,0,836,17,49.1764705882353,82,16
2136,1,477,10,47.7,67,10
2137,1,317,9,35.22222222222222,43,9
2138,1,151,4,37.75,52,4
2139,0,38,1,38.0,38,1
2140,0,52,1,52.0,52,1
2141,0,67,1,67.0,67,1
2142,1,882,23,38.34782608695652,82,23
2143,0,153,3,51.0,57,3
2144,0,43,1,43.0,43,1
2145,1,190,5,38.0,48,3
2146,0,48,1,48.0,48,1
2147,0,38,1,38.0,38,1
2148,0,114,3,38.0,43,2
2149,0,104,2,52.0,52,1
2150,0,124,3,41.333333333333336,48,3
2151,0,57,1,57.0,57,1
2152,0,454,9,50.44444444444444,72,7
2153,0,33,1,33.0,33,1
2154,1,629,14,44.92857142857143,72,11
2155,1,423,10,42.3,52,10
2156,1,461,10,46.1,77,10
2157,0,28,1,28.0,28,1
2158,0,57,1,57.0,57,1
2159,0,90,2,45.0,52,2
2161,1,308,7,44.0,57,7
2162,0,43,1,43.0,43,1
2163,0,105,2,52.5,62,2
2164,0,238,4,59.5,72,3
2165,0,276,5,55.2,62,3
2166,1,582,14,41.57142857142857,62,12
2167,0,190,5,38.0,38,2
2168,1,1095,21,52.142857142857146,67,16
2169,1,38,1,38.0,38,1
2170,0,119,3,39.666666666666664,48,3
2171,1,76,2,38.0,48,2
2172,0,497,9,55.22222222222222,82,8
2173,0,200,4,50.0,67,4
2174,1,367,9,40.77777777777778,48,9
2175,0,100,2,50.0,62,2
2176,1,229,4,57.25,77,4
2177,1,23,1,23.0,23,1
2178,0,206,3,68.66666666666667,82,3
2179,0,233,5,46.6,52,4
2180,1,239,5,47.8,60,5
2181,0,296,6,49.333333333333336,82,5
2182,1,161,4,40.25,62,4
2183,1,1056,25,42.24,67,23
2184,0,210,5,42.0,48,5
2185,0,171,4,42.75,62,4
2186,1,1429,29,49.275862068965516,82,18
2187,0,124,2,62.0,67,2
2188,1,381,10,38.1,62,6
2189,1,466,11,42.36363636363637,62,8
2190,1,138,3,46.0,62,3
2191,1,740,17,43.529411764705884,62,15
2192,0,57,1,57.0,57,1
2193,1,38,1,38.0,38,1
2194,1,204,5,40.8,57,5
2195,1,171,4,42.75,62,4
2196,0,114,2,57.0,57,2
2197,0,162,3,54.0,62,3
2198,0,185,5,37.0,48,5
2199,0,128,3,42.666666666666664,62,3
2200,0,444,10,44.4,62,9
2202,0,62,1,62.0,62,1
2203,0,314,7,44.857142857142854,62,7
2204,0,622,17,36.588235294117645,62,13
2205,0,129,2,64.5,67,2
2206,1,1042,25,41.68,62,25
2207,1,66,2,33.0,33,2
2208,1,263,5,52.6,67,4
2209,0,813,16,50.8125,67,14
2210,0,57,1,57.0,57,1
2211,1,141,3,47.0,65,3
2213,1,434,10,43.4,62,9
2214,0,161,4,40.25,57,4
2215,0,38,1,38.0,38,1
2217,0,109,3,36.333333333333336,38,3
2218,1,167,4,41.75,43,4
2219,0,104,2,52.0,52,1
2220,0,38,1,38.0,38,1
2221,0,38,1,38.0,38,1
2222,0,329,7,47.0,67,7
2223,0,38,1,38.0,38,1
2224,0,33,1,33.0,33,1
2225,0,300,6,50.0,67,6
2226,0,126,3,42.0,55,3
2227,0,171,4,42.75,62,4
2228,1,1630,40,40.75,62,40
2230,0,57,1,57.0,57,1
2231,0,38,1,38.0,38,1
2233,0,48,1,48.0,48,1
2234,0,195,4,48.75,57,3
2235,0,57,1,57.0,57,1
2237,0,28,1,28.0,28,1
2238,0,162,3,54.0,62,3
2239,1,622,14,44.42857142857143,67,13
2240,0,144,2,72.0,82,2
2241,0,48,1,48.0,48,1
2242,0,100,2,50.0,62,2
2243,0,90,2,45.0,52,2
2244,1,346,9,38.44444444444444,52,9
2245,0,195,5,39.0,48,5
2248,1,257,6,42.833333333333336,57,6
2249,1,81,2,40.5,43,2
2250,1,356,7,50.857142857142854,57,3
2251,1,1537,41,37.48780487804878,57,24
2252,0,220,4,55.0,67,4
2253,0,33,1,33.0,33,1
2254,0,71,2,35.5,43,2
2255,1,398,10,39.8,62,10
2256,1,119,3,39.666666666666664,43,2
2257,1,681,17,40.05882352941177,57,15
2258,0,185,4,46.25,57,3
2259,0,104,3,34.666666666666664,43,3
2260,1,28,1,28.0,28,1
2261,0,186,3,62.0,62,1
2262,1,56,2,28.0,33,2
2263,0,138,3,46.0,57,3
2264,0,62,1,62.0,62,1
2265,1,398,11,36.18181818181818,48,11
2266,0,62,1,62.0,62,1
2267,1,675,16,42.1875,65,14
2268,0,132,4,33.0,48,4
2269,0,163,3,54.333333333333336,67,3
2270,1,138,3,46.0,57,3
2271,0,562,12,46.833333333333336,82,11
2272,0,38,1,38.0,38,1
2273,1,224,5,44.8,57,5
2274,1,323,7,46.142857142857146,67,7
2275,0,28,1,28.0,28,1
2277,0,129,3,43.0,48,3
2278,0,243,4,60.75,67,4
2279,0,353,7,50.42857142857143,67,7
2280,0,557,15,37.13333333333333,57,13
2281,0,133,3,44.333333333333336,57,2
2282,1,660,16,41.25,50,16
2283,0,33,1,33.0,33,1
2284,0,186,4,46.5,67,4
2285,1,291,7,41.57142857142857,48,5
2286,0,148,3,49.333333333333336,72,3
2287,1,66,2,33.0,38,2
2288,0,291,7,41.57142857142857,82,7
2289,1,1002,25,40.08,57,22
2290,0,396,8,49.5,82,7
2291,1,257,6,42.833333333333336,67,6
2293,0,220,4,55.0,67,4
2294,0,1933,48,40.270833333333336,62,38
2295,1,71,2,35.5,43,2
2296,1,495,12,41.25,57,12
2297,0,195,4,48.75,67,4
2298,1,1237,29,42.6551724137931,72,19
2299,1,100,2,50.0,62,2
2300,0,337,8,42.125,57,6
2301,0,113,3,37.666666666666664,52,3
2302,0,48,1,48.0,48,1
2303,1,371,9,41.22222222222222,57,8
2305,1,99,3,33.0,38,3
2306,1,242,5,48.4,65,5
2307,0,142,3,47.333333333333336,62,3
2309,1,253,5,50.6,82,5
2310,1,304,8,38.0,48,7
2311,0,195,4,48.75,62,4
2312,1,138,3,46.0,57,3
2313,1,48,1,48.0,48,1
2314,1,238,6,39.666666666666664,48,5
2315,1,43,1,43.0,43,1
2316,1,81,2,40.5,48,2
2317,0,788,18,43.77777777777778,52,14
2318,0,513,11,46.63636363636363,62,11
2319,0,48,1,48.0,48,1
2320,0,71,2,35.5,48,2
2321,0,60,1,60.0,60,1
2322,0,148,3,49.333333333333336,72,3
2323,1,243,6,40.5,48,5
2324,1,226,6,37.666666666666664,57,6
2325,0,48,1,48.0,48,1
2326,0,28,1,28.0,28,1
2327,0,471,8,58.875,67,6
2328,0,191,4,47.75,57,4
2329,0,276,6,46.0,62,6
2330,0,109,3,36.333333333333336,48,3
2331,1,170,5,34.0,38,5
2332,0,171,3,57.0,62,3
2333,0,96,2,48.0,48,2
2334,0,109,3,36.333333333333336,48,3
2335,0,1075,23,46.73913043478261,72,23
2336,0,258,5,51.6,62,5
2337,1,338,7,48.285714285714285,57,7
2338,0,123,3,41.0,52,3
2339,0,57,1,57.0,57,1
2340,0,366,8,45.75,72,3
2341,1,90,2,45.0,57,2
2342,1,38,1,38.0,38,1
2343,1,319,9,35.44444444444444,65,8
2344,0,998,22,45.36363636363637,67,21
2345,0,105,2,52.5,67,2
2346,0,33,1,33.0,33,1
2347,1,224,5,44.8,60,4
2348,0,57,1,57.0,57,1
2349,0,38,1,38.0,38,1
2350,0,144,2,72.0,82,2
2351,0,108,3,36.0,52,2
2352,1,38,1,38.0,38,1
2353,1,242,6,40.333333333333336,62,5
2354,1,90,2,45.0,62,2
2355,0,38,1,38.0,38,1
2356,0,697,18,38.72222222222222,57,13
2357,1,76,2,38.0,38,1
2358,0,61,2,30.5,33,2
2359,0,300,7,42.857142857142854,62,7
2360,0,210,4,52.5,62,4
2361,0,76,2,38.0,38,2
2363,1,3028,73,41.47945205479452,82,43
2364,0,28,1,28.0,28,1
2365,0,43,1,43.0,43,1
2366,0,62,1,62.0,62,1
2367,0,43,1,43.0,43,1
2368,0,23,1,23.0,23,1
2369,1,323,7,46.142857142857146,62,7
2370,0,38,1,38.0,38,1
2371,0,33,1,33.0,33,1
2372,1,256,7,36.57142857142857,48,7
2373,0,61,2,30.5,33,2
2374,0,43,1,43.0,43,1
2375,0,66,2,33.0,38,2
2376,0,61,2,30.5,33,2
2377,0,114,3,38.0,38,2
2378,0,204,4,51.0,57,3
2379,0,28,1,28.0,28,1
2380,0,100,2,50.0,57,2
2381,0,548,12,45.666666666666664,62,12
2382,0,254,6,42.333333333333336,62,6
2383,0,227,4,56.75,62,4
2384,0,171,3,57.0,57,2
2385,1,28,1,28.0,28,1
2386,1,323,7,46.142857142857146,62,7
2388,0,100,2,50.0,62,2
2389,0,76,2,38.0,38,1
2390,0,228,5,45.6,62,5
2391,0,138,3,46.0,62,3
2392,0,597,12,49.75,82,12
2393,1,322,9,35.77777777777778,48,9
2394,1,33,1,33.0,33,1
2395,0,105,2,52.5,67,2
2396,0,190,4,47.5,57,3
2397,1,714,17,42.0,82,11
2398,1,38,1,38.0,38,1
2399,1,279,7,39.857142857142854,57,7
2400,1,2721,56,48.589285714285715,72,37
2401,0,756,17,44.470588235294116,67,13
2402,0,71,2,35.5,38,2
2403,0,114,3,38.0,43,3
2404,0,407,8,50.875,72,8
2405,0,223,5,44.6,52,5
2406,1,138,3,46.0,62,3
2407,0,573,12,47.75,62,8
2408,0,100,2,50.0,57,2
2409,0,191,4,47.75,60,4
2410,0,401,8,50.125,82,8
2411,0,52,1,52.0,52,1
2412,0,95,2,47.5,52,2
2414,0,248,5,49.6,82,5
2415,1,204,5,40.8,67,5
2416,0,133,3,44.333333333333336,62,3
2417,0,401,8,50.125,72,8
2418,0,129,3,43.0,48,3
2419,1,128,3,42.666666666666664,57,3
2420,1,43,1,43.0,43,1
2421,0,81,2,40.5,48,2
2422,0,162,4,40.5,48,4
2423,0,294,8,36.75,48,6
2424,0,209,4,52.25,57,4
2425,0,33,1,33.0,33,1
2426,0,358,9,39.77777777777778,62,9
2427,0,81,2,40.5,43,2
2428,0,692,15,46.13333333333333,62,15
2429,0,62,1,62.0,62,1
2430,0,71,2,35.5,43,2
2431,1,38,1,38.0,38,1
2432,1,352,7,50.285714285714285,67,7
2433,0,52,1,52.0,52,1
2434,1,38,1,38.0,38,1
2435,0,57,1,57.0,57,1
2436,0,216,5,43.2,62,4
2437,0,334,7,47.714285714285715,57,6
2438,0,20,1,20.0,20,1
2439,1,185,5,37.0,48,4
2440,1,317,8,39.625,55,8
2441,1,143,3,47.666666666666664,62,3
2442,1,972,22,44.18181818181818,72,21
2443,1,185,5,37.0,43,5
2444,0,109,3,36.333333333333336,43,3
2445,0,218,6,36.333333333333336,48,6
2446,1,753,16,47.0625,82,15
2447,0,114,2,57.0,57,1
2448,0,166,4,41.5,50,3
2449,0,52,1,52.0,52,1
2450,0,43,1,43.0,43,1
2451,0,96,2,48.0,48,2
2452,1,1344,31,43.354838709677416,62,22
2453,0,62,1,62.0,62,1
2454,1,81,2,40.5,43,2
2455,1,444,10,44.4,62,7
2456,1,304,8,38.0,48,8
2457,1,693,17,40.76470588235294,62,14
2458,1,581,13,44.69230769230769,67,13
2459,1,1072,30,35.733333333333334,65,30
2460,1,498,11,45.27272727272727,62,9
2461,1,157,3,52.333333333333336,62,2
2462,0,23,1,23.0,23,1
2463,1,147,4,36.75,48,4
2464,0,358,8,44.75,52,6
2465,0,1215,26,46.73076923076923,72,20
2466,0,319,6,53.166666666666664,67,6
2467,0,143,3,47.666666666666664,62,3
2468,0,71,2,35.5,38,2
2469,1,191,4,47.75,62,2
2470,1,129,3,43.0,48,3
2471,1,38,1,38.0,38,1
2472,1,507,11,46.09090909090909,57,9
2473,0,38,1,38.0,38,1
2474,1,301,7,43.0,43,2
2475,1,124,3,41.333333333333336,48,3
2476,1,142,4,35.5,48,4
2477,1,633,16,39.5625,82,15
2478,0,152,3,50.666666666666664,57,3
2479,0,124,2,62.0,62,2
2480,1,38,1,38.0,38,1
2481,1,943,18,52.388888888888886,67,14
2482,1,632,14,45.142857142857146,62,13
2483,1,402,9,44.666666666666664,82,9
2484,1,433,11,39.36363636363637,48,11
2485,0,105,2,52.5,62,2
2487,0,38,1,38.0,38,1
2488,0,100,2,50.0,52,2
2489,0,355,9,39.44444444444444,52,9
2490,0,166,3,55.333333333333336,57,2
2491,0,86,2,43.0,43,2
2492,0,834,15,55.6,67,11
2493,1,311,8,38.875,65,8
2494,1,186,4,46.5,67,4
2495,1,48,1,48.0,48,1
2496,1,256,6,42.666666666666664,62,4
2497,0,328,8,41.0,62,6
2498,1,142,4,35.5,43,4
2499,0,86,2,43.0,43,2
2500,0,370,8,46.25,67,6
2501,0,61,2,30.5,33,2
2502,0,48,1,48.0,48,1
2503,0,142,4,35.5,38,3
2504,1,294,7,42.0,57,6
2505,0,105,2,52.5,62,2
2506,0,57,1,57.0,57,1
2507,0,138,3,46.0,52,2
2508,0,100,2,50.0,57,2
2509,0,349,7,49.857142857142854,82,6
2510,0,683,16,42.6875,48,7
2511,1,290,7,41.42857142857143,72,6
2512,0,109,2,54.5,57,2
2513,1,324,7,46.285714285714285,62,7
2514,0,143,3,47.666666666666664,62,3
2515,1,228,6,38.0,43,6
2516,1,210,4,52.5,67,3
2518,1,265,7,37.857142857142854,72,6
2519,1,503,12,41.916666666666664,62,12
2520,0,23,1,23.0,23,1
2521,0,153,3,51.0,82,3
2522,0,38,1,38.0,38,1
2523,1,81,2,40.5,43,2
2524,1,193,4,48.25,62,4
2525,0,48,1,48.0,48,1
2526,1,166,4,41.5,52,4
2527,0,38,1,38.0,38,1
2528,0,1332,29,45.93103448275862,82,18
2529,1,114,3,38.0,43,3
2531,1,71,2,35.5,38,2
2532,0,38,1,38.0,38,1
2533,1,119,3,39.666666666666664,48,3
2534,1,692,18,38.44444444444444,62,16
2535,1,342,8,42.75,57,8
2536,0,43,1,43.0,43,1
2537,1,162,4,40.5,43,4
2538,1,242,6,40.333333333333336,62,5
2540,1,119,3,39.666666666666664,48,3
2541,1,56,2,28.0,28,1
2542,0,48,1,48.0,48,1
2543,1,142,4,35.5,43,3
2544,0,48,1,48.0,48,1
2545,0,147,3,49.0,57,3
2546,0,114,2,57.0,62,2
2547,0,261,5,52.2,62,5
2548,1,61,2,30.5,33,2
2549,1,319,7,45.57142857142857,67,6
2550,1,362,7,51.714285714285715,62,6
2551,0,38,1,38.0,38,1
2552,1,155,5,31.0,43,5
2553,0,90,2,45.0,52,2
2554,1,38,1,38.0,38,1
2555,0,82,1,82.0,82,1
2556,0,61,2,30.5,33,2
2557,0,95,2,47.5,57,2
2558,0,520,11,47.27272727272727,72,10
2559,0,770,17,45.294117647058826,67,10
2560,1,394,9,43.77777777777778,57,9
2561,0,716,14,51.142857142857146,82,10
2562,0,167,3,55.666666666666664,67,3
2563,1,229,6,38.166666666666664,62,5
2564,0,52,1,52.0,52,1
2565,0,114,2,57.0,62,2
2566,0,505,10,50.5,67,10
2567,0,28,1,28.0,28,1
2568,0,125,2,62.5,82,2
2569,0,62,1,62.0,62,1
2570,0,100,2,50.0,62,2
2571,0,105,2,52.5,57,2
2572,1,205,4,51.25,67,4
2573,0,276,6,46.0,62,6
2574,1,145,5,29.0,33,5
2575,0,48,1,48.0,48,1
2576,0,62,1,62.0,62,1
2577,1,195,5,39.0,48,3
2578,1,352,8,44.0,62,8
2580,0,66,2,33.0,38,2
2581,1,262,6,43.666666666666664,62,6
2582,0,324,8,40.5,62,8
2583,1,86,2,43.0,48,2
2584,1,534,12,44.5,65,12
2585,1,357,9,39.666666666666664,48,9
2586,0,38,1,38.0,38,1
2587,0,81,2,40.5,43,2
2588,0,95,2,47.5,57,2
2589,0,38,1,38.0,38,1
2590,0,195,4,48.75,62,4
2591,1,215,6,35.833333333333336,55,6
2592,0,237,6,39.5,57,5
2593,0,261,6,43.5,62,6
2594,1,223,5,44.6,57,5
2595,1,142,4,35.5,43,3
2596,0,232,6,38.666666666666664,52,6
2597,0,43,1,43.0,43,1
2599,0,38,1,38.0,38,1
2600,0,148,3,49.333333333333336,62,3
2601,0,172,3,57.333333333333336,72,3
2603,0,67,1,67.0,67,1
2604,0,247,5,49.4,62,5
2606,0,43,1,43.0,43,1
2607,0,28,1,28.0,28,1
2608,0,43,1,43.0,43,1
2610,0,104,2,52.0,52,1
2611,1,547,13,42.07692307692308,62,13
2612,0,28,1,28.0,28,1
2613,1,559,16,34.9375,52,15
2614,1,71,2,35.5,48,2
2615,0,304,8,38.0,48,8
2617,1,156,4,39.0,52,4
2618,1,214,5,42.8,62,5
2619,1,404,10,40.4,57,10
2620,0,114,2,57.0,57,2
2621,0,109,3,36.333333333333336,48,3
2622,0,270,6,45.0,52,6
2623,0,28,1,28.0,28,1
2624,1,163,5,32.6,48,5
2625,0,57,1,57.0,57,1
2626,1,38,1,38.0,38,1
2627,1,861,23,37.43478260869565,82,19
2628,0,23,1,23.0,23,1
2629,1,76,2,38.0,38,2
2630,0,90,2,45.0,57,2
2631,0,562,11,51.09090909090909,72,11
2632,0,324,7,46.285714285714285,72,7
2633,0,200,4,50.0,57,4
2634,0,104,2,52.0,52,2
2635,0,191,4,47.75,62,4
2636,1,233,5,46.6,62,5
2637,1,332,9,36.888888888888886,48,9
2638,1,520,12,43.333333333333336,62,11
2639,1,266,7,38.0,43,6
2640,1,356,8,44.5,67,8
2641,1,213,6,35.5,43,6
2642,0,38,1,38.0,38,1
2643,1,175,5,35.0,38,5
2644,0,205,4,51.25,62,4
2645,0,448,9,49.77777777777778,72,9
2646,0,82,1,82.0,82,1
2647,0,28,1,28.0,28,1
2648,0,156,4,39.0,57,4
2649,1,1096,27,40.592592592592595,62,22
2650,0,110,2,55.0,67,2
2651,1,123,3,41.0,57,2
2652,0,412,9,45.77777777777778,62,9
2653,0,61,2,30.5,38,2
2654,1,233,5,46.6,62,5
2655,1,157,3,52.333333333333336,62,3
2656,1,28,1,28.0,28,1
2657,0,214,5,42.8,62,5
2658,0,427,7,61.0,82,4
2659,1,269,7,38.42857142857143,57,6
2660,0,380,8,47.5,57,2
2661,0,43,1,43.0,43,1
2662,0,104,3,34.666666666666664,38,3
2663,0,184,5,36.8,62,5
2664,0,20,1,20.0,20,1
2665,1,351,9,39.0,57,9
2666,0,57,1,57.0,57,1
2667,0,28,1,28.0,28,1
2668,0,100,2,50.0,52,2
2670,0,119,3,39.666666666666664,48,3
2671,1,175,5,35.0,43,3
2672,1,38,1,38.0,38,1
2673,1,432,11,39.27272727272727,67,11
2674,1,209,5,41.8,62,5
2675,1,450,12,37.5,72,11
2676,1,194,5,38.8,57,5
2677,1,220,7,31.428571428571427,62,4
2678,1,1571,35,44.885714285714286,82,22
2679,1,1133,26,43.57692307692308,67,25
2680,0,109,2,54.5,57,2
2681,1,38,1,38.0,38,1
2682,1,38,1,38.0,38,1
2683,1,139,3,46.333333333333336,48,3
2684,0,666,13,51.23076923076923,67,12
2685,0,114,2,57.0,62,2
2686,1,132,4,33.0,43,4
2687,1,360,10,36.0,48,10
2688,1,702,19,36.94736842105263,43,11
2689,1,233,5,46.6,57,5
2690,0,119,3,39.666666666666664,48,3
2691,0,43,1,43.0,43,1
2692,0,157,3,52.333333333333336,62,3
2693,1,328,8,41.0,52,8
2694,1,316,8,39.5,60,8
2695,1,271,7,38.714285714285715,48,7
2696,1,86,2,43.0,48,2
2697,1,238,5,47.6,67,5
2698,1,114,3,38.0,48,3
2699,1,545,11,49.54545454545455,67,11
2700,0,57,1,57.0,57,1
2701,0,57,1,57.0,57,1
2702,0,118,3,39.333333333333336,52,3
2703,0,266,7,38.0,48,7
2704,0,62,1,62.0,62,1
2705,0,146,3,48.666666666666664,60,3
2706,1,86,2,43.0,43,1
2707,1,43,1,43.0,43,1
2708,1,139,3,46.333333333333336,48,3
2709,1,147,4,36.75,48,4
2710,1,1064,25,42.56,67,25
2711,0,95,2,47.5,62,2
2712,0,228,5,45.6,57,2
2713,1,76,2,38.0,48,2
2714,1,104,3,34.666666666666664,43,3
2715,0,159,4,39.75,60,2
2716,1,205,5,41.0,43,2
2717,0,625,16,39.0625,62,16
2718,0,86,2,43.0,43,1
2719,0,38,1,38.0,38,1
2720,0,201,3,67.0,82,3
2721,1,576,15,38.4,62,12
2722,0,262,5,52.4,62,4
2723,0,195,4,48.75,62,4
2724,0,62,1,62.0,62,1
2725,1,61,2,30.5,33,2
2726,0,505,10,50.5,67,10
2727,0,81,2,40.5,43,2
2728,0,48,1,48.0,48,1
2729,0,409,9,45.44444444444444,62,9
2730,1,542,13,41.69230769230769,67,13
2731,1,157,4,39.25,43,4
2732,0,205,5,41.0,48,5
2733,1,238,6,39.666666666666664,48,4
2735,0,93,2,46.5,60,2
2736,1,28,1,28.0,28,1
2737,0,38,1,38.0,38,1
2738,1,324,7,46.285714285714285,62,6
2739,0,229,4,57.25,67,4
2740,0,162,4,40.5,48,3
2741,1,240,6,40.0,67,6
2742,0,237,6,39.5,57,6
2743,1,724,16,45.25,62,14
2744,1,95,2,47.5,57,2
2745,1,33,1,33.0,33,1
2746,1,403,10,40.3,57,8
2747,1,38,1,38.0,38,1
2748,1,1305,31,42.096774193548384,67,31
2749,1,164,4,41.0,65,4
2750,1,722,17,42.470588235294116,67,16
2751,0,23,1,23.0,23,1
2752,0,52,1,52.0,52,1
2753,0,81,2,40.5,43,2
2754,0,43,1,43.0,43,1
2755,1,161,4,40.25,52,4
2756,0,347,7,49.57142857142857,62,7
2757,0,157,4,39.25,43,4
2758,1,275,7,39.285714285714285,62,7
2759,0,208,6,34.666666666666664,48,6
2760,0,52,1,52.0,52,1
2761,0,90,2,45.0,57,2
2762,0,133,3,44.333333333333336,62,3
2763,0,573,15,38.2,57,12
2764,1,364,10,36.4,57,9
2765,1,119,3,39.666666666666664,43,3
2766,1,2137,48,44.520833333333336,67,48
2767,0,90,2,45.0,52,2
2768,1,232,6,38.666666666666664,62,5
2769,0,224,6,37.333333333333336,62,4
2770,0,38,1,38.0,38,1
2771,1,33,1,33.0,33,1
2772,0,48,1,48.0,48,1
2773,0,215,5,43.0,48,3
2774,1,905,22,41.13636363636363,62,18
2775,1,327,9,36.333333333333336,48,9
2777,0,33,1,33.0,33,1
2778,0,28,1,28.0,28,1
2779,0,175,5,35.0,38,5
2780,0,157,4,39.25,43,4
2781,1,590,12,49.166666666666664,67,12
2782,1,371,8,46.375,57,8
2783,1,3091,71,43.53521126760563,62,41
2784,0,52,1,52.0,52,1
2785,0,33,1,33.0,33,1
2786,1,497,12,41.416666666666664,67,11
2787,0,38,1,38.0,38,1
2788,0,166,4,41.5,52,3
2789,1,313,8,39.125,62,8
2790,1,213,5,42.6,57,5
2791,0,214,4,53.5,57,4
2792,0,33,1,33.0,33,1
2793,1,38,1,38.0,38,1
2794,0,940,17,55.294117647058826,82,15
2796,0,23,1,23.0,23,1
2797,0,455,10,45.5,62,9
2798,1,129,3,43.0,48,3
2799,0,124,2,62.0,67,2
2800,0,71,2,35.5,43,2
2801,1,28,1,28.0,28,1
2802,1,571,12,47.583333333333336,67,11
2803,0,241,6,40.166666666666664,52,6
2804,1,198,6,33.0,43,6
2805,0,286,5,57.2,67,5
2806,0,137,3,45.666666666666664,57,2
2807,0,233,5,46.6,62,5
2808,0,43,1,43.0,43,1
2809,0,943,20,47.15,82,17
2810,0,86,2,43.0,48,2
2811,0,100,2,50.0,62,2
2812,0,71,2,35.5,48,2
2813,1,437,10,43.7,62,8
2814,1,475,11,43.18181818181818,62,10
2815,0,85,2,42.5,52,2
2816,0,33,1,33.0,33,1
2817,0,48,1,48.0,48,1
2818,1,76,2,38.0,38,2
2819,1,114,3,38.0,38,3
2820,0,100,2,50.0,62,2
2821,0,162,3,54.0,67,3
2822,1,123,3,41.0,52,3
2823,1,89,3,29.666666666666668,33,3
2824,0,418,9,46.44444444444444,62,9
2825,0,280,6,46.666666666666664,62,6
2826,0,979,20,48.95,82,12
2827,0,433,9,48.111111111111114,77,7
2828,0,684,15,45.6,62,10
2829,1,781,17,45.94117647058823,67,16
2830,1,33,1,33.0,33,1
2831,0,76,2,38.0,38,1
2832,1,171,5,34.2,52,5
2833,0,210,4,52.5,67,4
2834,1,355,9,39.44444444444444,52,8
2835,1,310,7,44.285714285714285,62,7
2836,0,151,4,37.75,62,4
2837,1,43,1,43.0,43,1
2838,0,38,1,38.0,38,1
2839,0,90,2,45.0,52,2
2840,1,38,1,38.0,38,1
2841,1,450,12,37.5,62,11
2842,0,186,4,46.5,52,4
2843,1,86,2,43.0,43,1
2844,1,61,2,30.5,33,2
2845,0,38,1,38.0,38,1
2846,0,209,5,41.8,62,5
2847,0,325,7,46.42857142857143,72,5
2848,1,123,3,41.0,62,3
2850,0,52,1,52.0,52,1
2851,0,38,1,38.0,38,1
2852,0,48,1,48.0,48,1
2853,0,52,1,52.0,52,1
2854,0,57,1,57.0,57,1
2855,0,28,1,28.0,28,1
2856,0,72,1,72.0,72,1
2857,0,48,1,48.0,48,1
2859,0,294,7,42.0,62,7
2860,0,262,6,43.666666666666664,62,6
2861,0,71,2,35.5,43,2
2862,0,125,2,62.5,82,2
2863,0,62,1,62.0,62,1
2864,0,67,1,67.0,67,1
2865,1,1070,23,46.52173913043478,67,22
2866,0,38,1,38.0,38,1
2867,0,380,8,47.5,57,7
2868,0,326,7,46.57142857142857,67,6
2869,1,137,4,34.25,38,4
2870,0,233,5,46.6,62,5
2871,0,109,2,54.5,57,2
2872,0,143,3,47.666666666666664,62,3
2873,0,409,9,45.44444444444444,62,8
2874,0,100,2,50.0,52,2
2875,0,484,10,48.4,62,10
2876,0,380,9,42.22222222222222,67,8
2877,0,875,17,51.470588235294116,82,13
2878,0,221,5,44.2,60,5
2879,0,319,7,45.57142857142857,72,6
2880,0,287,6,47.833333333333336,62,6
2881,1,899,22,40.86363636363637,72,20
2882,1,371,12,30.916666666666668,43,11
2883,0,95,2,47.5,57,2
2884,0,48,1,48.0,48,1
2885,0,61,2,30.5,33,2
2886,1,218,6,36.333333333333336,43,6
2887,0,718,14,51.285714285714285,62,13
